"surveycode","toilet","relationship_hhhead","otherwatersource","drinkwatersource","age","birth_order","father_alive","haz_dhs","head_age","head_sex","height","hhsize","mother_alive","sex","urban_rural","watersource_dist","waz_dhs","wealth_factor","wealth_index","weight","mother_age","mother_years_ed","mother_height","mother_haz","father_age","father_years_ed","father_height","father_haz","workers","dependents","birth_weight","breast_duration","diarrhea","fever","is_visitor","istwin","mother_smokes","parasite_drugs","parents_years_ed","years_in_location","ever_breastfed","breastfeeding","interview_year"
"BF-3-1",0.0337325349301397,1,0.0307385229540918,1,0,0,1,0.273852295409182,0.00179640718562874,0,0.0610778443113772,0,1,0,0,0.128942115768463,0.273852295409182,0,0,0.0546906187624751,1,0.0640718562874251,1,1,1,1,1,1,1,1,0.763073852295409,0.00159680638722555,0.0199600798403194,0.0227544910179641,0,0,1,1,0.0640718562874251,0.00459081836327345,0.00159680638722555,0.00159680638722555,1999
"BF-4-1",0.00209080047789725,0.0563520509757069,0.11031461569096,0.000896057347670251,0,0.0964755077658303,0.00129430505774592,0.151334129828753,0.00189167662285942,0,0.0673038630027877,0,0.000995619275189168,0,0,0.211668657905217,0.151334129828753,0,0,0.0625248904818797,0.039426523297491,0.0399243329350856,0.0834328952608522,0.0840302668259657,0.141079251294305,0.142771804062127,1,1,0,0,0.71963361210673,0.105336519315014,0.0981680605336519,0.0985663082437276,0.0967741935483871,0.0967741935483871,0.0971724412584628,1,0.17094782954998,0.098068498606133,0.105336519315014,0.105336519315014,2003
"BF-6-1",0.000869691259602841,0.022756921292941,1,0.000579794173068561,0,0.0666763299028845,0.000579794173068561,0.0608783881721989,0.00014494854326714,0,0.030004348456298,0,0,0,0,0.00115958834613712,0.0608783881721989,0,0,0.0276851717640238,0.0331932164081751,0.0350775474706479,0.0614581823452674,0.062037976518336,0.142194520945064,0.143499057834469,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2010
"BJ-3-1",0.00620211601605254,1,0.00656694636993798,1,0,0,1,0.155052900401313,0.000364830353885443,0,0.0324699014958044,0,1,0,0,1,0.155052900401313,0,0,0.022254651587012,1,0.0915724188252463,1,1,1,1,1,1,1,1,0.528274352426122,0.00802626778547975,0.00474279460051076,0.00766143743159431,0.000364830353885443,0,1,1,0.0915724188252463,0.00145932141554177,0.00802626778547975,0.00802626778547975,1996
"BJ-4-1",0.000758293838862559,0.000568720379146919,0.155829383886256,0.00018957345971564,0,0.131374407582938,0.0037914691943128,0.225592417061611,0.00037914691943128,0,0.0509952606635071,0,0.00018957345971564,0,0,0.0792417061611374,0.225592417061611,0,0,0.0511848341232227,0.0676777251184834,0.068436018957346,0.11563981042654,0.116398104265403,0.213080568720379,0.230331753554502,1,1,0,0,0.493649289099526,0.138578199052133,0.135734597156398,0.135165876777251,0.132890995260664,0.131374407582938,0.132132701421801,1,0.253080568720379,0.132890995260664,0.138578199052133,0.138578199052133,2001
"BJ-6-1",0,0.000696815552923141,1,0,0,0.160128214061738,0.000627133997630827,0.416416974426869,0.00271758065640025,0,0.0870322625601003,0,0.000766497108215455,0,0,0.0434116089471117,0.416416974426869,0,0,0.0731656330569298,0.0972057696327782,0.100411121176225,0.15448400808306,0.160337258727615,0.190927461500941,0.213295240749774,1,1,0,6.96815552923141e-05,1,1,1,1,1,1,1,1,1,1,1,1,2012
"BO-5-1",1,0.0200133422281521,0.00155659328441183,0.00744941071825662,0,0.102512786301979,0.0056704469646431,0.0683789192795197,0.000111185234600845,0,0.0529241716700022,0,0.000555926173004225,0,0,0.00044474093840338,0.0683789192795197,0,0,0.048032021347565,0.0512563931509896,0.0513675783855904,0.088948187680676,0.0892817433844785,0.242272626195241,0.244162775183456,1,1,0,0,0.314209472981988,0.110295752724038,0.103735823882588,1,0.103402268178786,0.103291082944185,0.104069379586391,0.106849010451412,0.458750277963086,0.103847009117189,0.110295752724038,0.110295752724038,2008
"BU-6-1",0.00129098889749548,0.0139426800929512,0.0735863671572424,0,0,0.0686806093467596,0.00180738445649367,0.064291247095275,0,0,0.0477665892073328,0,0,0,0,0.00903692228246837,0.064291247095275,0,0,0.0444100180738446,0.0312419313193907,0.0327911179963852,0.0790085205267235,0.080557707203718,0.210431190291763,0.216627936999742,1,1,0,0,0.421636973922024,0.563129357087529,0.069713400464756,0.0699715982442551,0.0689388071262587,0.0689388071262587,0.0689388071262587,0.0702297960237542,0.38574748257165,1,0.0728117738187452,0.0728117738187452,2011
"CD-5-1",0.00635785649409628,0.0199818346957312,0.134196185286104,0,0,0.123524069028156,0.0036330608537693,0.193460490463215,0,0,0.0885558583106267,0,0.000681198910081744,0,0,0.00204359673024523,0.193460490463215,0,0,0.07811080835604,0.0744777475022707,0.0769754768392371,0.133969118982743,0.137148047229791,0.269754768392371,0.271798365122616,1,1,0,0,0.382379654859219,0.146684831970936,0.129881925522253,0.131925522252498,0.123524069028156,0.123524069028156,0.123751135331517,0.932107175295186,0.513851044504995,0.12511353315168,0.146684831970936,0.146684831970936,2007
"CD-6-1",0.000113109376767334,0.00101798439090601,0.120800814387513,0.000339328130302002,0,0.109602986087547,0.00124420314444067,0.0695622667119104,0,0,0.0256758285261848,0,0.000226218753534668,0,0,0.00576857821513403,0.0695622667119104,0,0,0.0248840628888135,0.0801945481280398,0.0804207668815745,0.109942314217849,0.111299626739057,0.328922067639407,0.329600723900011,1,1,0,0,0.376993552765524,0.610903743920371,0.112204501753195,0.112091392376428,0.109716095464314,0.109716095464314,0.109716095464314,0.116389548693587,0.543716774120575,1,0.117407533084493,0.117407533084493,2014
"CF-3-1",0.00273330730183522,1,0.00195236235845373,1,0,0,1,0.103084732526357,0.00156188988676298,0,0.0484185864896525,0,1,0,0,0.0960562280359235,0.103084732526357,0,0,0.0452948067161265,1,0.280749707145646,1,1,1,1,1,1,1,1,0.48184303006638,0.00663803201874268,0.0238188207731355,0.0249902381882077,0,0,1,1,0.280749707145646,0.00195236235845373,0.00663803201874268,0.00663803201874268,1995
"CI-3-1",0.00519409513395298,1,0.00492072170585019,1,0,0,1,0.0820120284308365,0.00136686714051394,0,0.0410060142154183,0,1,0,0,0.468835429196282,0.0820120284308365,0,0,0.0410060142154183,1,0.238928376161837,1,1,1,1,1,1,1,1,0.448879168944779,0.0114816839803171,0.0155822854018589,0.0158556588299617,0,0,1,1,0.238928376161837,0,0.0114816839803171,0.0114816839803171,1994
"CI-3-2",0.0785219399538106,1,0.0814087759815243,1,0,0,1,0.147228637413395,0.0023094688221709,0,0.0802540415704388,0,1,0,0,0.615473441108545,0.147228637413395,0,0,0.0744803695150116,1,0.267321016166282,1,1,1,1,1,1,1,1,0.307736720554273,0.00404157043879908,0.0577367205542725,0.0623556581986143,0,0,1,1,0.267321016166282,1,0.00404157043879908,0.00404157043879908,1999
"CI-6-1",0.00284292821606254,0.000947642738687515,0.21179815209666,0.000710732054015636,0,0.1954513148543,0.0033167495854063,0.12982705520019,0.000947642738687515,0,0.0888415067519545,0,0.000473821369343757,0,0,0.00284292821606254,0.12982705520019,0,0,0.0862354892205638,0.0966595593461265,0.097607202084814,0.1878701729448,0.189765458422175,0.329779673063255,0.333333333333333,1,1,0,0,0.525230987917555,0.663586827765932,0.203506278133144,0.202321724709784,0.196872778962331,0.196872778962331,0.197346600331675,0.218668561952144,0.353470741530443,1,0.204217010187159,0.204217010187159,2012
"CM-2-1",0.0016490765171504,1,0.00362796833773087,1,0,0,1,0.241094986807388,0.00230870712401055,0,0.12368073878628,0,1,0,0,0.178100263852243,0.241094986807388,0,0,0.12434036939314,1,0.493733509234829,1,1,1,1,1,1,1,1,0.390501319261214,0.000989445910290238,0.0481530343007916,0.049802110817942,0.000329815303430079,0,1,1,0.493733509234829,0,0.000989445910290238,0.000989445910290238,1991
"CM-4-1",0.00208768267223382,0.106007886801206,0.263279981442821,0.00255161215495245,0,0.194850382741823,0.0157736024124333,0.139410809556947,0,0,0.0765483646485734,0,0.00255161215495245,0.000231964741359313,0,0.0893064254233357,0.139410809556947,0,0,0.0723729993041058,0.118533982834609,0.121085594989562,0.188123405242403,0.188123405242403,0.354210160055672,0.360009278589654,1,1,0,0,0.550452331245651,0.198329853862213,0.200417536534447,0.19948967756901,0.197401994896776,0.194850382741823,0.197865924379494,1,0.626768731152865,0.196474135931338,0.198329853862213,0.198329853862213,2004
"CM-6-1",0.0011037527593819,0.000157678965625985,0.999369284137496,0,0,0.166824345632293,0.00599180069378745,0.0665405234941659,0.000788394828129927,0,0.0334279407127089,0,0.00141911069063387,0,0,0.0100914538000631,0.0665405234941659,0,0,0.0316934720908231,0.119993692841375,0.121255124566383,0.148218227688426,0.14963733837906,0.338852097130243,0.342794071270892,1,1,0,0,0.491169977924945,0.17281614632608,0.16887417218543,0.168716493219804,0.166824345632293,0.166824345632293,0.166824345632293,0.171712393566698,0.614790286975717,1,0.17281614632608,0.17281614632608,2011
